10/14/2019 18:00:00,ARLINGTON/MASSIE,Expired Sate License Tags,54,,White,Male,Not of Hispanic Origin,White,Male
10/15/2019 00:00:00,LEE STREET,Expired Sate License Tags,54,Not of Hispanic Origin,White,Female,Not of Hispanic Origin,White,Male
10/15/2019 20:24:00,MCCORMICK & HANCOCK,TRAFFIC:EXPIRED REJECTION STICKER,62,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,White,Male
10/15/2019 20:24:00,MCCORMICK & HANCOCK,TRAFFIC:STOP ON HIGHWAY WHERE DANGEROUS,62,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,White,Male
10/16/2019 00:22:00,2000 BLOCK IVY ROAD,TRAFFIC:EXPIRED REJECTION STICKER,38,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,White,Male
10/16/2019 16:34:00,ALDERMAN RD,Expired State Inspection,42,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,Black,Male
10/16/2019 17:39:00,MCCORMICK AT ALDERMAN,Expired Sate License Tags,21,,Unknown,Female,Not of Hispanic Origin,Black,Male
10/16/2019 20:20:00,ALDERMAN RD  / MCCORMICK RD,Expired Sate License Tags,23,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,Black,Male
10/17/2019 02:40:00,EMMET S/ MCCORMICK,SPEED: BUSINESS/RESIDENTL 1-9 OVR LIMIT,19,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,White,Male
10/17/2019 03:24:00,ALDERMAN / PRATT,SPEED: BUSINESS/RESIDENTL 1-9 OVR LIMIT,22,Not of Hispanic Origin,Black,Female,Not of Hispanic Origin,White,Male
10/17/2019 09:59:00,11TH ST / LEE ST,Traffic - Fail to obey lawfully erected sign,36,Not of Hispanic Origin,Black,Female,Not of Hispanic Origin,Black,Male
10/17/2019 13:21:00,2100 ARLINGTON BLVD,Traffic - Fail to obey lawfully erected sign,40,,White,Female,Not of Hispanic Origin,Black,Male
10/17/2019 22:34:00,CRISPELL DR  / LANE RD,Traffic - Fail to obey lawfully erected sign,29,Hispanic Origin,Unknown,Female,Not of Hispanic Origin,Black,Male
10/17/2019 23:37:00,ALDERMAN/PRATT,SPEED: IN CITY/TOWN 1-9 MPH OVER LIMIT,31,Not of Hispanic Origin,Black,Male,Not of Hispanic Origin,White,Male
10/18/2019 01:23:00,CRISPELL DR  / LANE RD,Traffic - Fail to obey lawfully erected sign,20,Hispanic Origin,Unknown,Male,Not of Hispanic Origin,Black,Male
10/20/2019 21:57:00,100 BLOCK MASSIE,Traffic - Fail to obey lawfully erected sign,19,,White,Male,Not of Hispanic Origin,White,Male
10/21/2019 06:46:00,,Traffic - Fail to obey lawfully erected sign,69,,Black,Male,Not of Hispanic Origin,Black,Male
10/21/2019 09:59:00,11TH STREET,Expired Sate License Tags,59,Not of Hispanic Origin,Black,Female,Not of Hispanic Origin,White,Male
10/23/2019 19:09:00,200 BLOCK MCCORMICK RD,"LIC REVOKED: DR W/O LICENSE, 1 OFF",20,Not of Hispanic Origin,Asian or Pacific Islander,Male,Not of Hispanic Origin,White,Male
10/23/2019 19:09:00,200 BLOCK MCCORMICK RD,TRAFFIC:STOP ON HIGHWAY WHERE DANGEROUS,20,Not of Hispanic Origin,Asian or Pacific Islander,Male,Not of Hispanic Origin,White,Male
10/23/2019 19:57:00,ALDERMAN RD & IVY RD,Expired Sate License Tags,56,Not of Hispanic Origin,White,Female,Not of Hispanic Origin,White,Male
10/24/2019 19:10:00,UNIVERSITY AVE,Expired Sate License Tags,25,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,White,Male
10/24/2019 21:45:00,UNIVERSITY AVE & MCCORMICK RD,MOPED SAFETY EQUIP VIOL,26,Not of Hispanic Origin,Asian or Pacific Islander,Male,Not of Hispanic Origin,White,Male
10/24/2019 23:30:00,CHANCELLOR ST & RUGBY RD,TRAFFIC:ONE WAY STREET-DRIVE WRONG WAY,19,Not of Hispanic Origin,White,Female,Not of Hispanic Origin,White,Male
10/25/2019 20:03:00,ARLINGTON/MASSIE,Traffic - Fail to obey lawfully erected sign,24,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,White,Male
10/28/2019 19:45:00,UNIVERSITY,Expired Sate License Tags,19,Not of Hispanic Origin,White,Female,Not of Hispanic Origin,White,Male
10/29/2019 02:09:00,MCCORMICK RD : HANCOCK DR,Wrong side of road,20,,White,Female,Not of Hispanic Origin,White,Male
10/29/2019 21:33:00,ALDERMAN RD,SPEED: BUSINESS/RESIDENTL 1-9 OVR LIMIT,31,,Unknown,Male,Not of Hispanic Origin,White,Male
10/29/2019 23:38:00,UNIVERSITY AVE / HOSPITAL DR,TRAFFIC:STOP ON HIGHWAY WHERE DANGEROUS,52,,Black,Male,Not of Hispanic Origin,White,Male
10/30/2019 05:16:00,LEE ST / CRISPELL DR,Traffic - Fail to obey lawfully erected sign,26,,White,Female,Not of Hispanic Origin,White,Male
11/01/2019 20:00:00,JPA/ LEE STREET,Expired Sate License Tags,22,,White,Male,Not of Hispanic Origin,White,Male
11/02/2019 00:55:00,MCCORMICK RD,SPEED: 1-9 MPH OVER LIMIT(TRANS.COMM SET),34,,White,Male,Not of Hispanic Origin,White,Male
11/02/2019 18:00:00,ALDERMAN RD/ MCCORMICK,Traffic - Improper Right Turn on Red,60,Not of Hispanic Origin,Black,Male,Not of Hispanic Origin,White,Male
11/02/2019 18:00:00,ALDERMAN/ MCCORMICK,TRAFFIC:EXPIRED REJECTION STICKER,60,Not of Hispanic Origin,Black,Male,Not of Hispanic Origin,White,Male
11/02/2019 19:20:00,MCCORMICK RD,SPEED: 1-9 MPH OVER LIMIT(TRANS.COMM SET),22,Not of Hispanic Origin,White,Female,Not of Hispanic Origin,White,Male
11/02/2019 20:55:00,ALDERMAN RD,SPEED: BUSINESS/RESIDENTL 1-9 OVR LIMIT,21,Not of Hispanic Origin,Asian or Pacific Islander,Male,Not of Hispanic Origin,White,Male
11/02/2019 22:20:00,MCCORMICK RD,SPEED: 1-9 MPH OVER LIMIT(TRANS.COMM SET),19,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,White,Male
11/02/2019 23:10:00,MCCORMICK RD,SPEED: 1-9 MPH OVER LIMIT(TRANS.COMM SET),19,Not of Hispanic Origin,Asian or Pacific Islander,Female,Not of Hispanic Origin,White,Male
11/02/2019 23:20:00,MCCORMICK RD,Expired Sate License Tags,21,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,White,Male
11/03/2019 00:00:00,MONROE LN,TRAFFIC:FAIL TO STOP AT STOP SIGN,19,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,White,Male
11/03/2019 14:17:00,NEWCOMB RD NORTH,"RECK DR: GEN, ENDANGER LIFE/LIMB/PROP",,,White,Female,Not of Hispanic Origin,Black,Male
11/03/2019 18:45:00,MCCORMICK RD,Expired Sate License Tags,21,,Asian or Pacific Islander,Female,Not of Hispanic Origin,White,Male
11/03/2019 18:45:00,MCCORMICK RD,SPEED: 1-9 MPH OVER LIMIT(TRANS.COMM SET),21,,Asian or Pacific Islander,Female,Not of Hispanic Origin,White,Male
11/03/2019 20:15:00,ALDERMAN RD,SPEED: BUSINESS/RESIDENTL 1-9 OVR LIMIT,20,,Asian or Pacific Islander,Female,Not of Hispanic Origin,White,Male
11/03/2019 22:10:00,ALDERMAN RD,SPEED: BUSINESS/RESIDENTL 1-9 OVR LIMIT,21,,White,Female,Not of Hispanic Origin,White,Male
"Ticket Date And 
Time",Ticket Address,Ticket Charge Statute Description,Subject Age,Subject Ethnicity,Subject Race,Subject Sex,Officer Ethnicity,Officer Race,Officer Sex
11/03/2019 23:10:00,MCCORMICK RD,SPEED: 1-9 MPH OVER LIMIT(TRANS.COMM SET),20,Not of Hispanic Origin,White,Female,Not of Hispanic Origin,White,Male
11/04/2019 02:55:00,BRANDON AVE,Improper display of state liecene tags,27,,White,Male,Not of Hispanic Origin,White,Male
11/04/2019 17:17:00,ALDERMAN AND MINOR,No Vehicle Registration,37,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,Black,Male
11/05/2019 07:40:00,2025 IVY RD,No Vehicle Registration,43,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,Black,Male
11/05/2019 21:30:00,HOSPITAL DRIVE,TRAFFIC:DRIVE/RIDE UNAUTH VEHICLE ON SIDEWALK,20,,White,Male,Not of Hispanic Origin,White,Male
11/05/2019 21:30:00,HOSPITAL DR,TRAFFIC:DRIVE/RIDE UNAUTH VEHICLE ON SIDEWALK,20,,White,Male,Not of Hispanic Origin,White,Male
11/06/2019 23:30:00,STADIUM RD / WHITEHEAD RD,"TRAFFIC:NO HEADLIGHT W/WIPER,@NIGHT,LOW
VISIBLTY",20,,Asian or Pacific Islander,Female,Not of Hispanic Origin,White,Male
11/11/2019 08:53:00,W. MAIN STREET,Expired Sate License Tags,68,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,White,Male
11/11/2019 22:47:00,200 BLOCK MCCORMICK RD,TRAFFIC:EXPIRED REJECTION STICKER,21,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,White,Male
11/11/2019 22:47:00,200 BLOCK MCCORMICK RD,TRAFFIC:STOP ON HIGHWAY WHERE DANGEROUS,21,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,White,Male
11/12/2019 00:14:00,500 BLOCK MCCORMICK RD,Expired Sate License Tags,21,Not of Hispanic Origin,White,Female,Not of Hispanic Origin,White,Male
11/12/2019 20:00:00,1215 LEE ST,Expired Sate License Tags,19,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,White,Male
11/12/2019 20:22:00,500 MONROE LN/ BOND HOUSE,TRF:FAIL 2YIELD,63,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,White,Male
11/13/2019 00:00:00,100 BLOCK MCCORMICK RD,TRAFFIC:STOP ON HIGHWAY WHERE DANGEROUS,21,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,White,Male
11/14/2019 12:00:00,180 COPELEY RD,"LIC REVOKED: DR W/O LICENSE, 1 OFF",31,Not of Hispanic Origin,nwt,Female,Not of Hispanic Origin,White,Male
11/14/2019 22:27:00,MASSIE AND COPELEY,SPEED: BUSINESS/RESIDENTL 1-9 OVR LIMIT,20,,White,Male,Not of Hispanic Origin,White,Male
11/15/2019 01:23:00,MCCORMICK RD / BONNYCASTLE,Traffic - Fail to obey lawfully erected sign,19,,Black,Male,Not of Hispanic Origin,White,Male
11/15/2019 09:20:00,1215 LEE ST,DRIV WO LIC,25,Not of Hispanic Origin,Black,Female,Not of Hispanic Origin,White,Male
11/15/2019 20:39:00,EMMET N,Expired Sate License Tags,53,,White,Female,Not of Hispanic Origin,White,Male
11/16/2019 00:07:00,WEST MAIN,Traffic - Improper Right Turn on Red,32,,Black,Male,Not of Hispanic Origin,White,Male
11/16/2019 21:21:00,1500 WERTLAND,Expired Sate License Tags,29,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,White,Male
11/18/2019 00:33:00,UNIVERSITY AVE & MCCORMICK RD,Expired Sate License Tags,20,,Black,Male,Not of Hispanic Origin,White,Male
11/18/2019 01:19:00,JPA/JPA,Expired Sate License Tags,25,Not of Hispanic Origin,White,Female,Not of Hispanic Origin,White,Male
11/18/2019 07:18:00,MASSIE & ARLINGTON,Traffic - Fail to obey lawfully erected sign,56,,Asian or Pacific Islander,Male,Not of Hispanic Origin,Black,Male
11/19/2019 10:47:00,100 BLOCK OF WASHINGTON AVENUE,Expired Sate License Tags,36,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,Black,Male
11/19/2019 21:56:00,MCCORMICK/ BONNYCASTLE,SPEED: 1-9 MPH OVER LIMIT(TRANS.COMM SET),21,Unknown,Unknown,Male,Not of Hispanic Origin,White,Male
11/19/2019 22:31:00,MCCORMICK/ BONNYCASTLE,SPEED: 1-9 MPH OVER LIMIT(TRANS.COMM SET),20,Not of Hispanic Origin,White,Female,Not of Hispanic Origin,White,Male
11/19/2019 22:46:00,MCCORMICK/ BONNYCASTLE,SPEED: 1-9 MPH OVER LIMIT(TRANS.COMM SET),21,Not of Hispanic Origin,Asian or Pacific Islander,Male,Not of Hispanic Origin,White,Male
11/19/2019 23:05:00,MCCORMICK/ BONNYCASTLE,SPEED: 1-9 MPH OVER LIMIT(TRANS.COMM SET),19,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,White,Male
11/19/2019 23:28:00,MCCORMICK/BONNYCASTLE,SPEED: 1-9 MPH OVER LIMIT(TRANS.COMM SET),20,Not of Hispanic Origin,Unknown,Male,Not of Hispanic Origin,White,Male
11/20/2019 19:39:00,2000 BLOCK IVY ROAD,Expired Sate License Tags,28,Not of Hispanic Origin,Black,Male,Not of Hispanic Origin,White,Male
11/20/2019 20:18:00,UNIVERSITY AVE & MCCORMICK,Traffic - Fail to obey lawfully erected sign,43,Not of Hispanic Origin,White,Female,Not of Hispanic Origin,White,Male
11/20/2019 20:18:00,UNIVERSITY AVE & MCCORMICK,TRAFFIC:EXPIRED REJECTION STICKER,43,Not of Hispanic Origin,White,Female,Not of Hispanic Origin,White,Male
11/27/2019 22:40:00,CULBRETH,DRIV WO LIC,18,,Black,Female,Not of Hispanic Origin,White,Male
11/27/2019 23:40:00,EMMET N/ MASSIE,SPEED: IN CITY/TOWN 1-9 MPH OVER LIMIT,23,,Black,Female,Not of Hispanic Origin,White,Male
11/30/2019 22:25:00,BAYLOR,Expired Sate License Tags,24,,Asian or Pacific Islander,Male,Not of Hispanic Origin,White,Male
12/05/2019 17:36:00,JPA & LEE ST,"DRIVE WITHOUT LICENSE OR REGISTRATION IN
POSSESSION",21,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,White,Male
12/05/2019 18:51:00,1200 BLOCK LEE ST,Expired Sate License Tags,26,Not of Hispanic Origin,Black,Female,Not of Hispanic Origin,White,Male
12/06/2019 01:06:00,UNIVERSITY AVE & CHANCELLOR ST,Expired Sate License Tags,53,Not of Hispanic Origin,Black,Male,Not of Hispanic Origin,White,Male
12/10/2019 00:32:00,UNIVERSITY AVE AT EMMET ST,Expired Sate License Tags,29,,White,Male,Not of Hispanic Origin,White,Male
12/10/2019 02:26:00,,Expired Sate License Tags,55,,Asian or Pacific Islander,Male,Not of Hispanic Origin,White,Male
12/10/2019 13:01:00,MASSIE  RD AT ARLINGTON BLVD,Traffic - Fail to obey lawfully erected sign,28,,Asian or Pacific Islander,Female,Not of Hispanic Origin,White,Male
12/10/2019 19:01:00,MASSIE RD AT ARLINGTON BLVD,TRAFFIC:EXPIRED REJECTION STICKER,28,,Asian or Pacific Islander,Female,Not of Hispanic Origin,White,Male
12/12/2019 19:00:00,FONTAINE AVE,Traffic - Fail to keep vehicle right of center,33,Not of Hispanic Origin,Black,Male,Not of Hispanic Origin,White,Male
"Ticket Date And 
Time",Ticket Address,Ticket Charge Statute Description,Subject Age,Subject Ethnicity,Subject Race,Subject Sex,Officer Ethnicity,Officer Race,Officer Sex
12/12/2019 19:00:00,FONTAINE AVE,DRIVING AFTER FORFEITURE OF LICENSE,33,Not of Hispanic Origin,Black,Male,Not of Hispanic Origin,White,Male
12/13/2019 20:28:00,ALDERMAN RD,Expired Sate License Tags,61,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,White,Male
12/14/2019 00:54:00,UNIVERSITY AVE,TRAFFIC:STOP ON HIGHWAY WHERE DANGEROUS,63,,Asian or Pacific Islander,Male,Not of Hispanic Origin,White,Male
12/14/2019 01:07:00,W. MAIN 13TH ST,Traffic - Fail to obey lawfully erected sign,32,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,White,Male
12/14/2019 21:25:00,CULBRETH RD & UNIVERSITY AVE,Traffic - Fail to obey lawfully erected sign,29,,White,Male,Not of Hispanic Origin,White,Male
12/15/2019 18:24:00,MCCORMICK RD BONNIE CASTLE,SPEED: 1-9 MPH OVER LIMIT(TRANS.COMM SET),19,Not of Hispanic Origin,White,Female,Not of Hispanic Origin,White,Male
12/15/2019 20:00:00,MCCORMICK RD,Expired Sate License Tags,19,,White,Male,Not of Hispanic Origin,White,Male
12/15/2019 20:50:00,MCCORMICK RD/ BONNYCASTLE DR,Expired Sate License Tags,18,Not of Hispanic Origin,Unknown,Male,Not of Hispanic Origin,White,Male
12/15/2019 20:50:00,MCCORMICK RD & BONNIE CASTLE,SPEED: 1-9 MPH OVER LIMIT(TRANS.COMM SET),18,Not of Hispanic Origin,Unknown,Male,Not of Hispanic Origin,White,Male
12/16/2019 00:43:00,941 EMMET,Expired Sate License Tags,29,,White,Male,Not of Hispanic Origin,White,Male
12/16/2019 02:15:00,S. EMMET/ CENTRAL PARKING GARAGE,SPEED: BUSINESS/RESIDENTL 1-9 OVR LIMIT,19,,Black,Male,Not of Hispanic Origin,White,Male
12/17/2019 04:35:00,LEONARD SANDRIDGE RD,SPEED: BUSINESS/RESIDENTL 1-9 OVR LIMIT,44,Not of Hispanic Origin,White,Female,Not of Hispanic Origin,White,Male
12/17/2019 13:00:00,MCCORMICK & CABELL,TRF:FAIL 2YIELD,32,Not of Hispanic Origin,White,Female,Not of Hispanic Origin,White,Male
12/17/2019 23:35:00,UNIVERSITY / CULBRETH,SPEED: BUSINESS/RESIDENTL 1-9 OVR LIMIT,21,Not of Hispanic Origin,Black,Female,Not of Hispanic Origin,White,Male
12/18/2019 00:00:00,UNIVERSITY/CULBRETH,SPEED: BUSINESS/RESIDENTL 1-9 OVR LIMIT,21,,White,Male,Not of Hispanic Origin,White,Male
12/18/2019 00:40:00,UNIVERSITY/CULBRETH,SPEED: BUSINESS/RESIDENTL 1-9 OVR LIMIT,21,,White,Female,Not of Hispanic Origin,White,Male
12/18/2019 19:29:00,UNIVERSITY AVE / 14TH ST,Expired Sate License Tags,58,,White,Female,Not of Hispanic Origin,White,Male
12/20/2019 21:50:00,UNIVERSITY/ CULBRETH,SPEED: BUSINESS/RESIDENTL 1-9 OVR LIMIT,27,,White,Male,Not of Hispanic Origin,White,Male
12/21/2019 21:45:00,CULBRETH RD,Traffic - Fail to obey lawfully erected sign,47,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,White,Male
12/22/2019 23:25:00,UNIVERSITY AVE,SPEED: BUSINESS/RESIDENTL 1-9 OVR LIMIT,22,Not of Hispanic Origin,Black,Female,Not of Hispanic Origin,White,Male
12/23/2019 18:30:00,MCCORMICK/ BONNYCASTLE,SPEED: 1-9 MPH OVER LIMIT(TRANS.COMM SET),29,Not of Hispanic Origin,Black,Male,Not of Hispanic Origin,White,Male
12/23/2019 18:57:00,MAIN STREET WEST,Expired Sate License Tags,51,,White,Female,Not of Hispanic Origin,White,Male
12/23/2019 19:23:00,1202 W  MAIN ST,Expired Sate License Tags,72,Not of Hispanic Origin,White,Female,Not of Hispanic Origin,White,Male
12/23/2019 21:00:00,MCCORMICK/ BONNYCASTLE,SPEED: 1-9 MPH OVER LIMIT(TRANS.COMM SET),26,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,White,Male
12/24/2019 04:45:00,EMMET ST S,SPEED: BUSINESS/RESIDENTL 1-9 OVR LIMIT,39,Not of Hispanic Origin,White,Male,Not of Hispanic Origin,White,Male
12/27/2019 17:11:00,GRADY AVE,Expired Sate License Tags,62,Not of Hispanic Origin,Asian or Pacific Islander,Male,Not of Hispanic Origin,White,Male
*note-there is no place to document ethnicity on the VUS therefore resulting in blank fields,,,,,,,,,
